City,Count of Customer ID,Customer Name,Customer Segment,Sum of Discount,Year,Quarter,Month,Day,Count of Order ID,Order Priority,Count of Postal Code,Sum of Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Sum of Profit,Sum of Quantity ordered new,Region,Count of Row ID,Sum of Sales,Year,Quarter,Month,Day,Ship Mode,Sum of Shipping Cost,State or Province,Sum of Unit Price
Moscow,1,Kerry Wilkerson,Small Business,0.09,2013,Qtr 4,October,19,1,Low,1,0.38,Technology,Jumbo Drum,Canon PC940 Copier,Copiers and Fax,999.865,9,West,1,3685.42,2013,Qtr 4,October,19,Delivery Truck,49,Idaho,449.99
Mount Lebanon,1,Teresa Wallace,Consumer,0.08,2010,Qtr 1,January,26,1,Medium,1,0.74,Furniture,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Office Furnishings,-1920.9336,12,East,1,1058.36,2010,Qtr 1,January,28,Regular Air,56.2,Pennsylvania,90.98
Mount Lebanon,1,Teresa Wallace,Consumer,0.07,2010,Qtr 1,January,26,1,Medium,1,0.4,Office Supplies,Small Box,Xerox 1947,Paper,-37.175200000000004,3,East,1,18.31,2010,Qtr 1,January,28,Regular Air,5.35,Pennsylvania,5.98
Mount Lebanon,1,Teresa Wallace,Consumer,0.08,2011,Qtr 2,June,16,1,Critical,1,0.75,Furniture,Jumbo Box,"Iceberg OfficeWorks 42"" Round Tables",Tables,-291.89869280000005,8,East,1,1170.61,2011,Qtr 2,June,18,Delivery Truck,39.25,Pennsylvania,150.98
Mount Lebanon,1,Teresa Wallace,Home Office,0,2011,Qtr 4,December,1,1,Critical,1,0.65,Office Supplies,Jumbo Drum,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Storage & Organization,929.565,15,East,1,5721,2011,Qtr 4,December,2,Delivery Truck,99,Pennsylvania,370.98
Mount Lebanon,1,Teresa Wallace,Home Office,0.1,2012,Qtr 3,July,13,1,Medium,1,0.56,Office Supplies,Wrap Bag,Newell 336,Pens & Art Supplies,11.93,10,East,1,39.98,2012,Qtr 3,July,14,Regular Air,0.94,Pennsylvania,4.28
Mount Lebanon,1,Teresa Wallace,Home Office,0.05,2013,Qtr 1,March,2,1,Low,1,0.45,Technology,Small Box,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Computer Peripherals,224.6778,4,East,1,325.62,2013,Qtr 1,March,9,Express Air,6.13,Pennsylvania,83.1
Mount Lebanon,1,Teresa Wallace,Home Office,0.05,2013,Qtr 1,March,13,1,Medium,1,0.38,Office Supplies,Small Box,Xerox 1907,Paper,21.05,5,East,1,60.19,2013,Qtr 1,March,15,Regular Air,5.09,Pennsylvania,12.28
Mount Pleasant,1,Benjamin Norman Rodgers,Corporate,0.07,2011,Qtr 2,May,11,1,Medium,1,0.37,Office Supplies,Small Box,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Paper,-60.17,8,Central,1,50.28,2011,Qtr 2,May,13,Regular Air,5.94,Michigan,6.48
Mount Pleasant,1,Benjamin Norman Rodgers,Corporate,0.09,2011,Qtr 4,December,13,1,Not Specified,1,0.52,Technology,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Computer Peripherals,14.730000000000008,11,Central,1,90.17,2011,Qtr 4,December,14,Regular Air,1.99,Michigan,8.33
Mount Pleasant,1,Benjamin Norman Rodgers,Corporate,0.1,2012,Qtr 1,January,22,1,Medium,1,0.36,Office Supplies,Small Box,Avery Hole Reinforcements,Binders and Binder Accessories,-15.0443,1,Central,1,9.69,2012,Qtr 1,January,23,Express Air,6.97,Michigan,6.23
Mount Pleasant,1,Benjamin Norman Rodgers,Corporate,0.07,2013,Qtr 3,July,1,1,Not Specified,1,0.37,Office Supplies,Small Box,Xerox 1894,Paper,-51.2088,7,Central,1,45.21,2013,Qtr 3,July,1,Regular Air,6.22,Michigan,6.48
Mount Pleasant,1,Erik Moon,Small Business,0.09,2013,Qtr 1,March,24,1,Not Specified,1,0.38,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,-149.46,11,Central,1,93.16,2013,Qtr 1,March,26,Regular Air,8.29,Michigan,8.74
Mount Pleasant,1,Erik Moon,Small Business,0,2013,Qtr 3,August,20,1,Medium,1,0.57,Office Supplies,Medium Box,Eldon Simplefile® Box Office®,Storage & Organization,-15.310640000000003,10,Central,1,127.7,2013,Qtr 3,August,21,Regular Air,6.27,Michigan,12.44
Mount Pleasant,1,Tracy Dyer,Home Office,0.06,2010,Qtr 2,April,18,1,Medium,1,0.53,Furniture,Wrap Bag,Ultra Commercial Grade Dual Valve Door Closer,Office Furnishings,38.874,10,South,1,389.97,2010,Qtr 2,April,20,Regular Air,3.04,South Carolina,39.89
Mount Pleasant,1,Tracy Dyer,Home Office,0.02,2011,Qtr 1,January,15,1,Critical,1,0.37,Office Supplies,Small Box,Xerox 217,Paper,64.026,3,South,1,22.46,2011,Qtr 1,January,15,Regular Air,8.19,South Carolina,6.48
Mount Prospect,1,Guy McDonald,Corporate,0.03,2011,Qtr 2,May,7,1,Critical,1,0.37,Office Supplies,Small Box,Peel & Stick Add-On Corner Pockets,Binders and Binder Accessories,-119.62299999999999,9,Central,1,22.64,2011,Qtr 2,May,7,Regular Air,6.05,Illinois,2.16
Mount Prospect,1,Guy McDonald,Home Office,0.08,2010,Qtr 1,January,5,1,High,1,0.38,Technology,Jumbo Drum,Canon S750 Color Inkjet Printer,Office Machines,-233.840688,2,Central,1,233.58,2010,Qtr 1,January,7,Delivery Truck,26.3,Illinois,120.97
Mount Prospect,1,Jonathan Reilly,Home Office,0.04,2013,Qtr 1,February,14,1,Critical,1,0.6,Furniture,Jumbo Box,Hon 4-Shelf Metal Bookcases,Bookcases,440.72,11,Central,1,1115.56,2013,Qtr 1,February,16,Delivery Truck,26.22,Illinois,100.98
Mount Prospect,1,Jonathan Reilly,Home Office,0.25,2013,Qtr 1,February,14,1,Critical,1,0.68,Furniture,Large Box,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,-481.041,3,Central,1,181.03,2013,Qtr 1,February,16,Regular Air,69,Illinois,71.37
Mount Vernon,1,Carrie Boyle,Corporate,0.06,2011,Qtr 4,December,28,1,Low,1,0.55,Technology,Small Box,6000,Telephones and Communication,187.488,8,East,1,451.34,2012,Qtr 1,January,14,Regular Air,2.5,New York,65.99
Mount Vernon,1,Carrie Boyle,Corporate,0.03,2013,Qtr 3,July,30,1,Medium,1,0.36,Office Supplies,Small Box,Xerox 1966,Paper,-39.60816,6,East,1,42.47,2013,Qtr 3,August,1,Regular Air,6.65,New York,6.48
Mount Vernon,1,Carrie Boyle,Corporate,0.07,2013,Qtr 4,October,23,1,Medium,1,0.36,Office Supplies,Small Box,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Binders and Binder Accessories,-117.921,18,East,1,72.35,2013,Qtr 4,October,24,Express Air,5.44,New York,3.81
Mount Vernon,1,Kathy Hinton,Consumer,0.06,2010,Qtr 2,April,21,1,High,1,0.56,Office Supplies,Small Box,Belkin F9M820V08 8 Outlet Surge,Appliances,-24.63,1,East,1,47.04,2010,Qtr 2,April,23,Regular Air,4.62,Ohio,42.98
Mount Vernon,1,Kathy Hinton,Consumer,0.05,2011,Qtr 2,April,1,1,Medium,1,0.56,Technology,Jumbo Drum,Okidata ML520 Series Dot Matrix Printers,Office Machines,1597.3569,5,East,1,2315.01,2011,Qtr 2,April,3,Delivery Truck,14.7,Ohio,510.14
Mount Vernon,1,Kathy Hinton,Consumer,0.04,2013,Qtr 3,September,3,1,High,1,0.4,Technology,Jumbo Drum,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,28.134,15,East,1,1800.55,2013,Qtr 3,September,4,Delivery Truck,56.14,Ohio,115.99
Mount Vernon,1,Peter Adams,Corporate,0.09,2013,Qtr 3,August,21,1,High,1,0.59,Furniture,Large Box,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Office Furnishings,1338.0825,10,East,1,1939.25,2013,Qtr 3,August,24,Regular Air,21.21,New York,209.84
Mount Vernon,1,Peter Adams,Small Business,0.06,2010,Qtr 2,April,21,1,High,1,0.36,Office Supplies,Small Box,Xerox 1893,Paper,109.16,7,East,1,277.12,2010,Qtr 2,April,21,Regular Air,17.48,New York,40.99
Mount Vernon,1,Suzanne Zhu,Corporate,0.02,2012,Qtr 1,January,24,1,High,1,0.38,Office Supplies,Small Box,Avery 501,Labels,-0.03720000000000031,1,East,1,3.74,2012,Qtr 1,January,26,Regular Air,0.5,Ohio,3.69
Mount Vernon,1,Suzanne Zhu,Corporate,0.09,2012,Qtr 1,January,24,1,High,1,0.44,Office Supplies,Wrap Bag,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Pens & Art Supplies,-1.9716,1,East,1,3.92,2012,Qtr 1,January,26,Regular Air,0.7,Ohio,3.85
Mount Vernon,1,Suzanne Zhu,Corporate,0.06,2013,Qtr 3,July,31,1,Not Specified,1,0.75,Furniture,Jumbo Box,"Iceberg OfficeWorks 42"" Round Tables",Tables,27.424944,1,East,1,148.34,2013,Qtr 3,August,1,Delivery Truck,39.25,Ohio,150.98
Mount Vernon,1,Suzanne Zhu,Corporate,0.07,2013,Qtr 3,September,9,1,Medium,1,0.4,Office Supplies,Small Box,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Envelopes,193.7196,11,East,1,426.67,2013,Qtr 3,September,9,Regular Air,9.83,Ohio,39.98
Mount Vernon,1,Suzanne Zhu,Corporate,0,2013,Qtr 3,September,9,1,Medium,1,0.74,Technology,Small Box,"Fellowes Internet Keyboard, Platinum",Computer Peripherals,-75.55959999999999,1,East,1,40.29,2013,Qtr 3,September,11,Regular Air,8.65,Ohio,30.42
Mount Vernon,1,Tamara Dickinson,Home Office,0.02,2010,Qtr 1,March,21,1,Low,1,0.59,Office Supplies,Small Box,"Tenex Personal Project File with Scoop Front Design, Black",Storage & Organization,34.52,9,West,1,127.12,2010,Qtr 1,March,23,Regular Air,4.51,Washington,13.48
Mount Vernon,1,Tamara Dickinson,Home Office,0.07,2011,Qtr 2,May,7,1,Medium,1,0.67,Furniture,Medium Box,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Office Furnishings,46.8,4,West,1,359.73,2011,Qtr 2,May,8,Regular Air,39.61,Washington,92.23
Mount Vernon,1,Tamara Dickinson,Home Office,0.04,2011,Qtr 2,May,7,1,Medium,1,0.4,Office Supplies,Small Box,Xerox 1927,Paper,-14.81,1,West,1,6.35,2011,Qtr 2,May,10,Regular Air,6.72,Washington,4.28
Mount Vernon,1,Tamara Dickinson,Home Office,0.06,2013,Qtr 4,October,12,1,Critical,1,0.46,Office Supplies,Wrap Bag,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Pens & Art Supplies,-16.15,11,West,1,21.06,2013,Qtr 4,October,13,Regular Air,1.63,Washington,1.95
Mount Vernon,1,Tamara Dickinson,Home Office,0.1,2013,Qtr 4,October,12,1,Critical,1,0.74,Technology,Small Box,"Fellowes Internet Keyboard, Platinum",Computer Peripherals,-141.02,8,West,1,238.97,2013,Qtr 4,October,14,Regular Air,8.65,Washington,30.42
Mount Vernon,1,Tamara Dickinson,Small Business,0.01,2010,Qtr 3,July,1,1,Low,1,0.55,Office Supplies,Wrap Bag,Newell 312,Pens & Art Supplies,20.38,6,West,1,36.09,2010,Qtr 3,July,10,Regular Air,1.2,Washington,5.84
Mount Vernon,1,Tamara Dickinson,Small Business,0.04,2010,Qtr 3,July,1,1,Low,1,0.52,Technology,Large Box,Canon PC940 Copier,Copiers and Fax,3576.8840999999998,12,West,1,5183.89,2010,Qtr 3,July,5,Regular Air,24.49,Washington,449.99
Mount Vernon,1,Tamara Dickinson,Small Business,0.02,2013,Qtr 2,April,24,1,Not Specified,1,0.37,Office Supplies,Small Box,Xerox 210,Paper,-25.95,2,West,1,15.82,2013,Qtr 2,April,27,Regular Air,7.37,Washington,6.48
Mountain View,1,Jenny Sanchez,Corporate,0.01,2012,Qtr 2,May,2,1,Critical,1,0.6,Technology,Small Box,iDEN i550,Telephones and Communication,1312.038,13,West,1,2395.13,2012,Qtr 2,May,3,Regular Air,19.99,California,205.99
Mountain View,1,Marc Ray,Corporate,0.08,2010,Qtr 3,August,2,1,Not Specified,1,0.48,Office Supplies,Wrap Bag,Avery Hi-Liter® Fluorescent Desk Style Markers,Pens & Art Supplies,20.4536,12,West,1,38.81,2010,Qtr 3,August,4,Regular Air,0.85,California,3.38
Mountain View,1,Marc Ray,Corporate,0.02,2013,Qtr 3,August,2,1,Not Specified,1,0.42,Technology,Small Pack,Maxell DVD-RAM Discs,Computer Peripherals,99.06329999999998,8,West,1,143.57,2013,Qtr 3,August,4,Express Air,1.99,California,16.48
Muncie,1,Joseph Dawson,Corporate,0.09,2010,Qtr 4,December,22,1,Critical,1,0.35,Office Supplies,Small Box,Avery Legal 4-Ring Binder,Binders and Binder Accessories,199.1823,14,Central,1,288.67,2010,Qtr 4,December,24,Regular Air,1.49,Indiana,20.98
Muncie,1,Joseph Dawson,Corporate,0.01,2013,Qtr 3,August,11,1,High,1,0.6,Furniture,Large Box,Dana Swing-Arm Lamps,Office Furnishings,-4.0068,3,Central,1,39.86,2013,Qtr 3,August,13,Regular Air,13.04,Indiana,10.68
Muncie,1,Joseph Dawson,Corporate,0.06,2013,Qtr 3,August,11,1,High,1,0.69,Furniture,Medium Box,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Office Furnishings,959.4932999999999,13,Central,1,1390.57,2013,Qtr 3,August,13,Regular Air,13.99,Indiana,110.98
Muncie,1,Joseph Dawson,Corporate,0.03,2013,Qtr 3,August,11,1,High,1,0.65,Furniture,Medium Box,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Office Furnishings,1902.2678999999998,25,Central,1,2756.91,2013,Qtr 3,August,12,Regular Air,13.99,Indiana,105.98
Muncie,1,Joseph Dawson,Corporate,0.08,2013,Qtr 3,August,11,1,High,1,0.37,Office Supplies,Small Box,HP Office Paper (20Lb. and 87 Bright),Paper,-50.913920000000005,19,Central,1,123.83,2013,Qtr 3,August,12,Regular Air,6.93,Indiana,6.68
Mundelein,1,Anita Kang,Corporate,0.1,2010,Qtr 2,June,22,1,High,1,0.59,Furniture,Jumbo Drum,Global Ergonomic Managers Chair,Chairs & Chairmats,-64.664,3,Central,1,519.42,2010,Qtr 2,June,23,Delivery Truck,26.2,Illinois,180.98
Mundelein,1,Anita Kang,Corporate,0.04,2010,Qtr 4,November,17,1,Medium,1,0.55,Office Supplies,Small Box,"Acco Smartsocket™ Table Surge Protector, 6 Color-Coded Adapter Outlets",Appliances,1644.0767999999998,40,Central,1,2382.72,2010,Qtr 4,November,18,Regular Air,3.99,Illinois,62.05
Mundelein,1,Anita Kang,Corporate,0.05,2011,Qtr 1,February,21,1,Medium,1,0.39,Office Supplies,Small Box,Avery 507,Labels,6.0996,3,Central,1,8.84,2011,Qtr 1,February,22,Regular Air,0.5,Illinois,2.88
Mundelein,1,Anita Kang,Corporate,0.04,2012,Qtr 3,August,28,1,High,1,0.56,Furniture,Jumbo Drum,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,-139.5472,2,Central,1,633.36,2012,Qtr 3,August,29,Delivery Truck,64.73,Illinois,300.98
Mundelein,1,Anita Kang,Corporate,0.06,2012,Qtr 4,October,15,1,Critical,1,0.38,Technology,Medium Box,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,Office Machines,4896.3688,6,Central,1,11039.74,2012,Qtr 4,October,17,Regular Air,13.99,Illinois,1938.02
Mundelein,1,Anita Kang,Corporate,0.06,2013,Qtr 2,June,28,1,Low,1,0.59,Furniture,Jumbo Drum,Hon Multipurpose Stacking Arm Chairs,Chairs & Chairmats,212.004,18,Central,1,3689.46,2013,Qtr 3,July,5,Delivery Truck,64.2,Illinois,216.6
Mundelein,1,Anita Kang,Corporate,0,2013,Qtr 2,June,28,1,Low,1,0.57,Furniture,Large Box,Hon Olson Stacker Stools,Chairs & Chairmats,904.332,10,Central,1,1445.68,2013,Qtr 3,July,3,Regular Air,24.49,Illinois,140.81
Munster,1,Penny Davenport,Consumer,0.02,2011,Qtr 2,June,1,1,Medium,1,0.4,Technology,Jumbo Drum,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,4.980000000000007,14,Central,1,1612.63,2011,Qtr 2,June,2,Delivery Truck,56.14,Indiana,115.99
Munster,1,Penny Davenport,Consumer,0.1,2012,Qtr 2,April,14,1,Medium,1,0.57,Office Supplies,Jumbo Drum,Avanti 4.4 Cu. Ft. Refrigerator,Appliances,-86.68,10,Central,1,1660.45,2012,Qtr 2,April,16,Delivery Truck,55.24,Indiana,180.98
Munster,1,Penny Davenport,Consumer,0.05,2012,Qtr 3,September,2,1,Low,1,0.35,Technology,Small Pack,Accessory31,Telephones and Communication,321.85049999999995,15,Central,1,466.45,2012,Qtr 3,September,11,Regular Air,0.99,Indiana,35.99
Munster,1,Stacey Bell,Corporate,0.01,2012,Qtr 1,March,7,1,Medium,1,0.47,Furniture,Small Pack,Magna Visual Magnetic Picture Hangers,Office Furnishings,-115.54,12,Central,1,61.69,2012,Qtr 1,March,8,Regular Air,5.72,Indiana,4.82
Munster,1,Stacey Bell,Corporate,0.04,2013,Qtr 3,August,24,1,Critical,1,0.36,Office Supplies,Small Box,GBC Imprintable Covers,Binders and Binder Accessories,50.73065199999999,16,Central,1,176.37,2013,Qtr 3,August,25,Regular Air,5.14,Indiana,10.98
Munster,1,Toni Owens Poe,Home Office,0.1,2010,Qtr 1,March,19,1,High,1,0.39,Office Supplies,Small Box,GBC Standard Therm-A-Bind Covers,Binders and Binder Accessories,-45.816,3,Central,1,70.82,2010,Qtr 1,March,19,Regular Air,12.98,Indiana,24.92
Munster,1,Toni Owens Poe,Home Office,0,2010,Qtr 1,March,19,1,High,1,0.38,Office Supplies,Small Box,Staples Premium Bright 1-Part Blank Computer Paper,Paper,30.63,7,Central,1,90.44,2010,Qtr 1,March,20,Express Air,6.35,Indiana,12.28
Munster,1,Toni Owens Poe,Home Office,0.06,2013,Qtr 1,March,19,1,High,1,0.56,Technology,Jumbo Drum,Epson LQ-570e Dot Matrix Printer,Office Machines,-172.4775,2,Central,1,556.41,2013,Qtr 1,March,19,Delivery Truck,28.06,Indiana,270.97
Murfreesboro,1,Miriam Mueller,Corporate,0.04,2010,Qtr 1,January,16,1,Low,1,0.44,Furniture,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Office Furnishings,-678.496,9,South,1,202.41,2010,Qtr 1,January,20,Regular Air,8.99,Tennessee,22.72
Murfreesboro,1,Miriam Mueller,Corporate,0.02,2010,Qtr 2,April,18,1,Critical,1,0.78,Furniture,Jumbo Drum,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs & Chairmats,90.762,6,South,1,793.39,2010,Qtr 2,April,19,Delivery Truck,30,Tennessee,130.98
Murfreesboro,1,Miriam Mueller,Corporate,0.02,2013,Qtr 2,May,6,1,Critical,1,0.5,Technology,Large Box,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Copiers and Fax,334.95,16,South,1,4892,2013,Qtr 2,May,6,Regular Air,11.64,Tennessee,299.99
Murfreesboro,1,Steve McKee,Small Business,0.07,2010,Qtr 4,November,14,1,Critical,1,0.74,Technology,Small Box,Adesso Programmable 142-Key Keyboard,Computer Peripherals,171.8388,35,South,1,5062.49,2010,Qtr 4,November,16,Regular Air,6.5,Tennessee,152.48
Murfreesboro,1,Steve McKee,Small Business,0.1,2012,Qtr 2,May,20,1,Medium,1,0.37,Office Supplies,Small Box,Avery Binder Labels,Binders and Binder Accessories,-11.4793,13,South,1,52.06,2012,Qtr 2,May,22,Express Air,7.01,Tennessee,3.89
Murfreesboro,1,Steve McKee,Small Business,0.08,2012,Qtr 2,May,20,1,Medium,1,0.37,Office Supplies,Small Box,Xerox 1997,Paper,-26.278,4,South,1,29.98,2012,Qtr 2,May,22,Regular Air,10.05,Tennessee,6.48
Murfreesboro,1,Steve McKee,Small Business,0.1,2013,Qtr 2,April,8,1,High,1,0.57,Furniture,Small Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Office Furnishings,4.085999999999999,12,South,1,124.3,2013,Qtr 2,April,10,Regular Air,5.16,Tennessee,10.64
Murray,1,Anne Coates,Corporate,0,2012,Qtr 2,April,9,1,Low,1,0.81,Office Supplies,Small Box,Rogers® Profile Extra Capacity Storage Tub,Storage & Organization,-142.75,9,West,1,155.59,2012,Qtr 2,April,9,Regular Air,7.04,Utah,16.74
Murray,1,Anne Coates,Corporate,0.1,2012,Qtr 2,April,9,1,Low,1,0.43,Technology,Small Pack,Imation DVD-RAM discs,Computer Peripherals,-90.94,1,West,1,32.51,2012,Qtr 2,April,16,Regular Air,1.99,Utah,35.41
Murray,1,Anne Coates,Corporate,0,2013,Qtr 2,May,21,1,Critical,1,0.74,Technology,Small Box,"Fellowes Internet Keyboard, Platinum",Computer Peripherals,-60.98,16,West,1,518.81,2013,Qtr 2,May,22,Regular Air,8.65,Utah,30.42
Murray,1,Frances Saunders,Consumer,0.05,2010,Qtr 4,December,9,1,Medium,1,0.39,Technology,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,Office Machines,-102.5121,6,West,1,730.37,2010,Qtr 4,December,11,Delivery Truck,56.14,Utah,119.99
Murray,1,Jack Horne,Home Office,0.02,2012,Qtr 1,January,5,1,Critical,1,0.6,Furniture,Jumbo Box,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Bookcases,-262.0864,1,West,1,95.48,2012,Qtr 1,January,6,Delivery Truck,55.81,Utah,81.94
Murray,1,Jack Horne,Home Office,0,2012,Qtr 1,January,5,1,Critical,1,0.38,Office Supplies,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,108.8406,4,West,1,157.74,2012,Qtr 1,January,7,Express Air,5.08,Utah,37.94
Murray,1,Lawrence Hester,Home Office,0.04,2010,Qtr 3,September,20,1,Critical,1,0.37,Office Supplies,Small Box,Avery 481,Labels,13.799999999999999,19,South,1,60.01,2010,Qtr 3,September,21,Regular Air,0.99,Kentucky,3.08
Murray,1,Lawrence Hester,Home Office,0.02,2010,Qtr 3,September,20,1,Critical,1,0.37,Office Supplies,Small Box,Xerox 1976,Paper,4.3919999999999995,13,South,1,90.98,2010,Qtr 3,September,21,Regular Air,5.9,Kentucky,6.48
Murray,1,Lawrence Hester,Home Office,0.04,2010,Qtr 3,September,20,1,Critical,1,0.59,Technology,Small Box,V3682,Telephones and Communication,-236.25,12,South,1,1270.7,2010,Qtr 3,September,22,Regular Air,4.2,Kentucky,125.99
Murray,1,Robin Tyler,Corporate,0.06,2010,Qtr 3,August,3,1,Medium,1,0.6,Technology,Small Box,i2000,Telephones and Communication,402.066,11,South,1,1173.76,2010,Qtr 3,August,5,Regular Air,2.5,Kentucky,125.99
Murray,1,Robin Tyler,Corporate,0.04,2013,Qtr 2,May,17,1,Low,1,0.69,Furniture,Jumbo Drum,Hon Comfortask® Task/Swivel Chairs,Chairs & Chairmats,240.642,10,South,1,1191.74,2013,Qtr 2,May,24,Delivery Truck,30,Kentucky,113.98
Murray,1,Robin Tyler,Corporate,0.08,2013,Qtr 3,August,3,1,Medium,1,0.38,Office Supplies,Small Box,Ibico Presentation Index for Binding Systems,Binders and Binder Accessories,-42.35,3,South,1,13.95,2013,Qtr 3,August,4,Regular Air,5.26,Kentucky,3.98
Murray,1,Robin Tyler,Corporate,0.01,2013,Qtr 3,September,11,1,Critical,1,0.38,Technology,Jumbo Drum,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Office Machines,-610.722,5,South,1,2579.05,2013,Qtr 3,September,12,Delivery Truck,28.14,Kentucky,500.98
Murrieta,1,Arlene Rouse,Corporate,0.09,2012,Qtr 2,May,2,1,Critical,1,0.39,Office Supplies,Small Box,Multimedia Mailers,Envelopes,1451.9394,14,West,1,2104.26,2012,Qtr 2,May,4,Regular Air,19.99,California,162.93
Murrieta,1,Arlene Rouse,Corporate,0.06,2013,Qtr 2,June,12,1,Not Specified,1,0.4,Office Supplies,Wrap Bag,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",Paper,95.37869999999998,15,West,1,138.23,2013,Qtr 2,June,13,Regular Air,2.15,California,9.11
Muscatine,1,Arlene Gibbons,Consumer,0.03,2010,Qtr 1,January,26,1,High,1,0.49,Furniture,Small Pack,Nu-Dell Leatherette Frames,Office Furnishings,82.31009999999999,8,Central,1,119.29,2010,Qtr 1,January,27,Regular Air,5,Iowa,14.34
Muscatine,1,Arlene Gibbons,Consumer,0.06,2011,Qtr 2,June,13,1,Low,1,0.62,Furniture,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,-150.2,2,Central,1,326.72,2011,Qtr 2,June,15,Delivery Truck,30,Iowa,160.98
Muscatine,1,Arlene Gibbons,Consumer,0.04,2011,Qtr 2,June,13,1,Low,1,0.36,Office Supplies,Small Box,Economy Binders,Binders and Binder Accessories,-6.1823999999999995,8,Central,1,16.89,2011,Qtr 2,June,15,Regular Air,1.49,Iowa,2.08
Muscatine,1,Arlene Gibbons,Consumer,0.06,2011,Qtr 3,September,15,1,Low,1,0.74,Furniture,Jumbo Drum,Novimex Swivel Fabric Task Chair,Chairs & Chairmats,-270,5,Central,1,724.61,2011,Qtr 3,September,15,Delivery Truck,30,Iowa,150.98
Muscatine,1,Arlene Gibbons,Consumer,0.03,2011,Qtr 4,October,1,1,Not Specified,1,0.59,Office Supplies,Small Box,X-Rack™ File for Hanging Folders,Storage & Organization,-36.5256,10,Central,1,111.8,2011,Qtr 4,October,2,Regular Air,5.03,Iowa,11.29
Muscatine,1,Arlene Gibbons,Consumer,0.02,2012,Qtr 3,September,24,1,Critical,1,0.58,Office Supplies,Medium Box,Eldon Portable Mobile Manager,Storage & Organization,-136.2,19,Central,1,538.65,2012,Qtr 3,September,24,Regular Air,13.99,Iowa,28.28
Muscatine,1,Arlene Gibbons,Consumer,0.02,2012,Qtr 3,September,24,1,Critical,1,0.59,Office Supplies,Wrap Bag,Newell 323,Pens & Art Supplies,-13.95,9,Central,1,17.76,2012,Qtr 3,September,25,Express Air,1.57,Iowa,1.68
Muskego,1,Betty Schroeder,Home Office,0.01,2011,Qtr 1,February,27,1,Low,1,0.43,Furniture,Small Pack,Advantus Panel Wall Certificate Holder - 8.5x11,Office Furnishings,53.0403,6,Central,1,76.87,2011,Qtr 1,March,4,Regular Air,6.02,Wisconsin,12.2
Muskego,1,Betty Schroeder,Home Office,0.01,2011,Qtr 3,August,5,1,Critical,1,0.46,Technology,Small Pack,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",Computer Peripherals,246.59909999999996,20,Central,1,357.39,2011,Qtr 3,August,6,Regular Air,1.99,Wisconsin,17.48
Muskego,1,Betty Schroeder,Home Office,0.06,2013,Qtr 3,July,21,1,Low,1,0.39,Furniture,Small Pack,"GE 4 Foot Flourescent Tube, 40 Watt",Office Furnishings,55.041920000000005,11,Central,1,170.48,2013,Qtr 3,July,25,Regular Air,8.99,Wisconsin,14.98
Muskego,1,Judith Shepherd,Home Office,0.09,2010,Qtr 1,March,1,1,Low,1,0.36,Technology,Jumbo Drum,Lexmark Z54se Color Inkjet Printer,Office Machines,35.29000000000005,3,Central,1,260,2010,Qtr 1,March,3,Delivery Truck,14,Wisconsin,90.97
